firstName,lastName,email,phone,zipCode,address,apt,city,state,dob,timezone,latitude,longitude
Maria,Russo,m.russo@hotmail.com,3478178723,11102,2839 Jackson St,,Queens,NY,03/21/2006,America/New_York,40.767692,-73.924437
Catherine,Williams,cwilliams88@gmail.com,5187533735,10305,7509 Martin St,,Staten Island,NY,11/01/1971,America/New_York,40.598019,-74.068361
Michael,Marino,michael.marino57@protonmail.com,9147337280,11356,5964 Davis Ave,Apt 943,Queens,NY,03/01/1994,America/New_York,40.787864,-73.845699
Frank,Wilson,frank_wilson@yahoo.com,6074424153,12206,5082 Fifth St,,Albany,NY,07/17/1987,America/New_York,42.639384,-73.804768
Michelle,Ricci,michelle.ricci49@outlook.com,9343135190,13206,6186 Second St,,Syracuse,NY,04/04/1986,America/New_York,43.01973,-76.102114
Donna,Davis,donnadav56@outlook.com,6315244322,11356,9892 Smith Rd,,Queens,NY,12/20/1995,America/New_York,40.78108,-73.846601
Donna,Ferrari,donnaf51@outlook.com,5162391441,11101,8043 Anderson St,Apt 229,Queens,NY,09/27/1951,America/New_York,40.754571,-73.941266
Anthony,Greco,anthonyg47@protonmail.com,6467715268,11202,1155 Park Rd,,Brooklyn,NY,06/26/1947,America/New_York,40.701426,-73.998127
Michelle,Brown,michellebro22@hotmail.com,3156798756,14201,8120 Third St,,Buffalo,NY,07/08/2005,America/New_York,42.891078,-78.880329
Jennifer,Davis,jennifer649@gmail.com,9144819186,10457,9762 Miller St,,Bronx,NY,04/26/1963,America/New_York,40.844102,-73.901683
Lisa,Miller,lmiller60@hotmail.com,9292097769,11103,9603 Jones St,,Queens,NY,12/03/1947,America/New_York,40.764504,-73.913627
Frank,Miller,frank.miller71@yahoo.com,6079471637,14609,7675 Smith Rd,,Rochester,NY,11/07/1990,America/New_York,43.202952,-77.524259
Michael,Greco,michael.greco9@hotmail.com,9343419809,10019,2838 Moore Ave,,New York,NY,12/24/1950,America/New_York,40.770366,-73.983179
Catherine,Ricci,catherine.ricci1@outlook.com,2126422344,11102,7926 Miller St,,Queens,NY,06/02/1979,America/New_York,40.7628,-73.930807
Frank,Marino,frank.marino27@protonmail.com,2129409807,10451,6643 Cedar Ln,,Bronx,NY,05/13/1963,America/New_York,40.816095,-73.922954
Anthony,Brown,anthonybrow@outlook.com,7164438609,13203,2770 Main St,,Syracuse,NY,08/25/1986,America/New_York,43.061035,-76.13143
Angela,Ricci,angela.ricci@outlook.com,2129024267,10017,7305 Wilson Rd,,New York,NY,07/04/1965,America/New_York,40.748309,-73.970431
Salvatore,Johnson,salvatorejoh80@hotmail.com,3157171492,11208,6543 Franklin Ave,,Brooklyn,NY,11/18/1994,America/New_York,40.674083,-73.875411
Lisa,Davis,lisadavi@hotmail.com,8458718680,12202,9812 Fourth St,,Albany,NY,07/12/1990,America/New_York,42.6817,-73.834772
Michael,Wilson,michaelwils@outlook.com,5856337549,10006,9964 Maple Ave,Apt 184,New York,NY,03/10/1972,America/New_York,40.70632,-74.013165
Joseph,Ferrari,josephferr@hotmail.com,9173135399,10019,600 Pine St,,New York,NY,01/01/1981,America/New_York,40.769543,-73.98286
Jennifer,Jones,jenniferjones49@outlook.com,7163398846,13206,6024 Jefferson St,,Syracuse,NY,07/05/1972,America/New_York,43.018641,-76.097872
Nicholas,Brown,nbrown19@yahoo.com,6077862859,13207,8263 Fifth St,,Syracuse,NY,03/28/1949,America/New_York,43.081653,-76.088252
Lisa,Esposito,lisa.esposito@protonmail.com,9344488582,10020,7765 Johnson Rd,,New York,NY,06/18/1991,America/New_York,40.757403,-73.984999
Maria,Ricci,mariaricc@gmail.com,9344093541,10452,5239 Davis Ave,,Bronx,NY,03/19/1990,America/New_York,40.83837,-73.925124
Catherine,Romano,catherinerom23@yahoo.com,3156365990,10302,5411 Taylor Ave,,Staten Island,NY,07/03/1972,America/New_York,40.632136,-74.139571
Vincent,Ferrari,vincent_ferrari99@hotmail.com,6312078758,14609,6620 Third St,,Rochester,NY,02/03/1967,America/New_York,43.209453,-77.530436
Joseph,Greco,joseph_greco28@yahoo.com,9345213949,10459,9265 Taylor Ave,,Bronx,NY,11/18/1951,America/New_York,40.823129,-73.892224
Christine,Esposito,christine.esposito51@gmail.com,9172047789,12210,4545 Johnson Rd,Apt 54,Albany,NY,12/07/1955,America/New_York,42.678599,-73.821379
Frank,Miller,frankmill@gmail.com,9346453935,10019,1301 Jefferson St,,New York,NY,07/08/1970,America/New_York,40.767578,-73.981122
Donna,Marino,donna.marino03@hotmail.com,7189389600,11208,2708 Adams St,Apt 796,Brooklyn,NY,01/10/2003,America/New_York,40.677048,-73.870952
John,Ferrari,johnfer14@hotmail.com,6465199951,10454,2225 Franklin Ave,Apt 331,Bronx,NY,12/06/1947,America/New_York,40.810055,-73.91972
Lisa,Johnson,lisajohn@gmail.com,3472057733,10309,1861 Washington Ave,,Staten Island,NY,06/10/1995,America/New_York,40.522015,-74.211044
Joseph,Marino,joseph.marino85@hotmail.com,5853857146,10457,2249 Jefferson St,,Bronx,NY,06/04/1986,America/New_York,40.847445,-73.894535
Salvatore,Wilson,salvatore.wilson1@outlook.com,9342502123,10004,4880 Johnson Rd,,New York,NY,12/23/1990,America/New_York,40.686869,-74.013403
Vincent,Brown,vincent.brown@outlook.com,9145594902,11203,5298 Fourth St,,Brooklyn,NY,11/02/1973,America/New_York,40.655461,-73.922842
Joseph,Greco,joseph380@hotmail.com,5189454968,11356,5018 Jones St,,Queens,NY,01/23/1989,America/New_York,40.785665,-73.842851
Michelle,Smith,msmith93@gmail.com,5853819520,11203,2455 Miller St,Apt 705,Brooklyn,NY,12/11/1978,America/New_York,40.647327,-73.925075
Angela,Ferrari,aferrari19@hotmail.com,6466358420,10303,9380 Anderson St,,Staten Island,NY,06/20/1960,America/New_York,40.635408,-74.167865
Joseph,Williams,joseph_williams3@gmail.com,8452746689,11102,2865 Brown St,,Queens,NY,04/28/1952,America/New_York,40.765154,-73.928347
Salvatore,Ricci,salvatore.ricci70@yahoo.com,5169303556,10456,6642 Fifth St,,Bronx,NY,10/24/1971,America/New_York,40.827556,-73.9131
Salvatore,Ricci,salvatore_ricci@protonmail.com,2123254158,10007,6828 Moore Ave,Apt 342,New York,NY,05/07/1984,America/New_York,40.714462,-74.004032
Maria,Brown,maria.brown5@hotmail.com,3478316101,11102,7263 Jones St,,Queens,NY,10/03/1963,America/New_York,40.765248,-73.926531
Vincent,Johnson,vincent.johnson50@protonmail.com,7167606795,14610,6996 Thomas Rd,Apt 953,Rochester,NY,11/22/2007,America/New_York,43.112598,-77.520672
Angela,Russo,angela_russo87@outlook.com,9299345381,10455,1452 Cedar Ln,Apt 422,Bronx,NY,06/21/1998,America/New_York,40.812725,-73.905273
Frank,Miller,frankm64@protonmail.com,2122363781,13209,7238 Lincoln Rd,,Syracuse,NY,01/23/1964,America/New_York,43.08347,-76.071119
Angela,Conti,angela_conti@outlook.com,5189447271,10306,6216 Johnson Rd,,Staten Island,NY,09/06/2006,America/New_York,40.565328,-74.139719
Vincent,Miller,vincentmill@hotmail.com,9296583675,10303,4657 Moore Ave,,Staten Island,NY,08/19/1991,America/New_York,40.637537,-74.163569
Lisa,Davis,lisa.davis9@outlook.com,7166903103,10307,8694 Davis Ave,Apt 63,Staten Island,NY,12/16/1975,America/New_York,40.505481,-74.240263
Nicholas,Russo,nicholasruss@protonmail.com,5186816513,10010,8400 Wilson Rd,,New York,NY,01/22/1976,America/New_York,40.738608,-73.980558
Anthony,Greco,anthony.greco@protonmail.com,9295773021,12202,7124 Williams Ave,,Albany,NY,04/14/1953,America/New_York,42.682781,-73.841697
John,Marino,john_marino23@yahoo.com,7164199301,10008,5057 Main St,Apt 288,New York,NY,10/21/1957,America/New_York,40.709558,-74.004087
Donna,Brown,donna.brown@outlook.com,3477985901,10003,9107 Washington Ave,,New York,NY,02/28/1992,America/New_York,40.732793,-73.991624
Angela,Williams,angela.williams57@yahoo.com,3472875118,10309,7074 Third St,,Staten Island,NY,11/13/1957,America/New_York,40.526689,-74.205521
Christine,Esposito,christinee65@gmail.com,3478595142,11101,7793 Maple Ave,,Queens,NY,05/07/1965,America/New_York,40.74803,-73.94127
John,Jones,johnj84@outlook.com,2122684068,10009,5490 Pine St,,New York,NY,08/12/1984,America/New_York,40.724278,-73.976201
Michelle,Wilson,michelle.wilson@protonmail.com,6079492147,14205,3884 Fourth St,,Buffalo,NY,01/13/2002,America/New_York,42.897436,-78.837083
Joseph,Greco,josephgreco94@gmail.com,3475118792,14610,7878 Adams St,,Rochester,NY,02/10/1981,America/New_York,43.121119,-77.522307
Maria,Romano,mromano44@gmail.com,8452847157,10018,6352 Moore Ave,,New York,NY,02/27/1951,America/New_York,40.758881,-73.989656
Frank,Jones,frank_jones53@hotmail.com,6074712970,11357,4547 Davis Ave,,Queens,NY,07/26/2003,America/New_York,40.795581,-73.841115
Anthony,Greco,anthony.greco@gmail.com,7163589403,11358,8173 Madison Ave,,Queens,NY,09/13/1967,America/New_York,40.762448,-73.792197
